episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,26.4,30,2,102.0,False,False,0.1720768383829392,PGF,favorable,10.0,0.3,42
2,23.599999999999998,30,0,100.0,False,False,0.14805219153934096,PGF,favorable,10.0,0.3,42
3,25.2,30,1,101.0,False,False,0.12738176517877567,PGF,favorable,10.0,0.3,42
4,23.799999999999997,30,0,100.0,False,False,0.10959725709800847,PGF,favorable,10.0,0.3,42
5,26.999999999999996,30,3,103.0,False,False,0.09429574748433718,PGF,favorable,10.0,0.3,42
6,23.599999999999998,30,0,100.0,False,False,0.08113057050030371,PGF,favorable,10.0,0.3,42
7,110.10000000000001,21,2,186.0,True,False,0.07302460652350727,PGF,favorable,10.0,0.3,42
8,25.169999999999998,30,1,100.97,False,False,0.06282921707361644,PGF,favorable,10.0,0.3,42
9,23.974999999999998,30,0,99.975,False,False,0.05405726516051648,PGF,favorable,10.0,0.3,42
10,23.79,30,0,99.99,False,False,0.04651001640224943,PGF,favorable,10.0,0.3,42
11,24.79,30,1,100.99,False,False,0.040016482878188646,PGF,favorable,10.0,0.3,42
12,23.985,30,0,99.985,False,False,0.034429549284418624,PGF,favorable,10.0,0.3,42
13,23.985,30,0,99.985,False,False,0.02962263993906174,PGF,favorable,10.0,0.3,42
14,112.60000000000001,6,3,187.0,True,False,0.028744995451424483,PGF,favorable,10.0,0.3,42
15,113.60000000000001,6,4,188.0,True,False,0.02789335336763321,PGF,favorable,10.0,0.3,42
16,23.985,30,0,99.985,False,False,0.023999000297002165,PGF,favorable,10.0,0.3,42
17,110.185,20,2,185.985,True,False,0.02170974718478182,PGF,favorable,10.0,0.3,42
18,24.985,30,1,100.985,False,False,0.01867872328825086,PGF,favorable,10.0,0.3,42
19,24.985,30,1,100.985,False,False,0.016070878242359924,PGF,favorable,10.0,0.3,42
20,111.60000000000001,6,2,186.0,True,False,0.015594738447597808,PGF,favorable,10.0,0.3,42
21,110.60000000000001,6,1,185.0,True,False,0.015132705480150117,PGF,favorable,10.0,0.3,42
22,111.60000000000001,6,2,186.0,True,False,0.01468436139012258,PGF,favorable,10.0,0.3,42
23,110.60000000000001,6,1,185.0,True,False,0.014249300610427508,PGF,favorable,10.0,0.3,42
24,110.60000000000001,6,1,185.0,True,False,0.013827129589912309,PGF,favorable,10.0,0.3,42
25,112.60000000000001,6,3,187.0,True,False,0.013417466437357478,PGF,favorable,10.0,0.3,42
26,112.60000000000001,6,3,187.0,True,False,0.013019940576022048,PGF,favorable,10.0,0.3,42
27,110.60000000000001,6,1,185.0,True,False,0.012634192408423978,PGF,favorable,10.0,0.3,42
28,111.50000000000001,7,2,186.0,True,False,0.012198573626096994,PGF,favorable,10.0,0.3,42
29,111.60000000000001,6,2,186.0,True,False,0.011837160500122899,PGF,favorable,10.0,0.3,42
30,112.60000000000001,6,3,187.0,True,False,0.011486455138157128,PGF,favorable,10.0,0.3,42
31,112.60000000000001,6,3,187.0,True,False,0.011146140296021703,PGF,favorable,10.0,0.3,42
32,110.60000000000001,6,1,185.0,True,False,0.010815908128687568,PGF,favorable,10.0,0.3,42
33,110.60000000000001,6,1,185.0,True,False,0.010495459911801388,PGF,favorable,10.0,0.3,42
34,110.60000000000001,6,1,185.0,True,False,0.010184505771462805,PGF,favorable,10.0,0.3,42
35,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
36,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
37,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
38,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
39,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
40,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
41,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
42,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
43,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
44,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
45,113.60000000000001,6,4,188.0,True,False,0.01,PGF,favorable,10.0,0.3,42
46,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
47,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
48,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
49,112.50000000000001,7,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
50,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
51,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
52,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
53,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
54,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
55,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
56,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
57,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
58,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
59,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
60,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
61,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
62,113.60000000000001,6,4,188.0,True,False,0.01,PGF,favorable,10.0,0.3,42
63,110.60000000000001,8,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
64,113.60000000000001,6,4,188.0,True,False,0.01,PGF,favorable,10.0,0.3,42
65,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
66,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
67,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
68,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
69,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
70,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
71,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
72,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
73,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
74,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
75,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
76,113.60000000000001,6,4,188.0,True,False,0.01,PGF,favorable,10.0,0.3,42
77,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
78,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
79,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
80,113.60000000000001,6,4,188.0,True,False,0.01,PGF,favorable,10.0,0.3,42
81,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
82,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
83,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
84,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
85,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
86,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
87,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
88,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
89,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
90,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
91,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
92,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
93,25.999999999999996,30,2,102.0,False,False,0.01,PGF,favorable,10.0,0.3,42
94,111.00000000000001,12,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
95,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
96,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
97,113.60000000000001,6,4,188.0,True,False,0.01,PGF,favorable,10.0,0.3,42
98,112.50000000000001,17,4,188.0,True,False,0.01,PGF,favorable,10.0,0.3,42
99,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
100,113.60000000000001,6,4,188.0,True,False,0.01,PGF,favorable,10.0,0.3,42
101,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
102,108.80000000000001,24,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
103,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
104,110.10000000000001,21,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
105,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
106,112.60000000000001,8,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
107,112.60000000000001,6,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
108,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
109,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
110,111.60000000000001,6,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
111,110.60000000000001,6,1,185.0,True,False,0.01,PGF,favorable,10.0,0.3,42
112,110.50000000000001,17,2,186.0,True,False,0.01,PGF,favorable,10.0,0.3,42
113,112.30000000000001,9,3,187.0,True,False,0.01,PGF,favorable,10.0,0.3,42
114,112.58500000000001,8,3,186.985,True,False,0.01,PGF,favorable,10.0,0.3,42
